
Invoices Entry :9:26:43 AM Tuesday, July 20, 2021
=====================================================================Invoices=====================================================================================
InvoiceNo  20217944929  | DocDate   7/9/2021 12:41:37 PM  | Currency Code  ZWL  | Customer Number   PR7441524099   |Reference    41102  | SubTotal   8000     |total   $8000  | SalesName   Praz Online Portal    Additional Info   SUPPLIER Part Number  GT002
InvoiceNo  20217644742  | DocDate   7/7/2021 6:42:00 AM  | Currency Code  ZWL  | Customer Number   PR9163527125   |Reference    40895  | SubTotal   16000     |total   $16000  | SalesName   Praz Online Portal    Additional Info   SUPPLIER Part Number  GG002
InvoiceNo  20217644741  | DocDate   7/9/2021 8:00:30 AM  | Currency Code  ZWL  | Customer Number   PR65909910208   |Reference    40894  | SubTotal   8000     |total   $8000  | SalesName   Praz Online Portal    Additional Info   SUPPLIER Part Number  GN005
InvoiceNo  20217644739  | DocDate   7/6/2021 12:01:51 PM  | Currency Code  ZWL  | Customer Number   PR52723623928   |Reference    40892  | SubTotal   8000     |total   $8000  | SalesName   Praz Online Portal    Additional Info   SUPPLIER Part Number  GG003
InvoiceNo  20217644738  | DocDate   7/7/2021 7:38:52 AM  | Currency Code  ZWL  | Customer Number   PR49618427108   |Reference    40891  | SubTotal   8000     |total   $8000  | SalesName   Praz Online Portal    Additional Info   SUPPLIER Part Number  SS001
InvoiceNo  20217644737  | DocDate   7/6/2021 11:46:52 AM  | Currency Code  ZWL  | Customer Number   PR38706627122   |Reference    40890  | SubTotal   8000     |total   $8000  | SalesName   Praz Online Portal    Additional Info   SUPPLIER Part Number  SP005
InvoiceNo  20217644735  | DocDate   7/6/2021 11:44:13 AM  | Currency Code  ZWL  | Customer Number   PR7163211051   |Reference    40888  | SubTotal   8000     |total   $8000  | SalesName   Praz Online Portal    Additional Info   SUPPLIER Part Number  SI003
InvoiceNo  20217644734  | DocDate   7/6/2021 12:45:14 PM  | Currency Code  ZWL  | Customer Number   PR38820627009   |Reference    40887  | SubTotal   8000     |total   $8000  | SalesName   Praz Online Portal    Additional Info   SUPPLIER Part Number  GS003
InvoiceNo  20217644733  | DocDate   7/6/2021 11:24:09 AM  | Currency Code  ZWL  | Customer Number   PR1982646672   |Reference    40886  | SubTotal   8000     |total   $8000  | SalesName   Praz Online Portal    Additional Info   SUPPLIER Part Number  GE001
InvoiceNo  20217644732  | DocDate   7/9/2021 9:39:36 AM  | Currency Code  ZWL  | Customer Number   PR30785510290   |Reference    40884  | SubTotal   16000     |total   $16000  | SalesName   Praz Online Portal    Additional Info   SUPPLIER Part Number  SB004
InvoiceNo  20217644731  | DocDate   7/6/2021 10:53:01 AM  | Currency Code  ZWL  | Customer Number   PR27151421558   |Reference    40883  | SubTotal   8000     |total   $8000  | SalesName   Praz Online Portal    Additional Info   SUPPLIER Part Number  SC006
InvoiceNo  20217644730  | DocDate   7/7/2021 8:59:01 AM  | Currency Code  ZWL  | Customer Number   PR77223627024   |Reference    40882  | SubTotal   8000     |total   $8000  | SalesName   Praz Online Portal    Additional Info   SUPPLIER Part Number  SM007
InvoiceNo  20217644729  | DocDate   7/7/2021 7:33:39 AM  | Currency Code  ZWL  | Customer Number   PR73384327044   |Reference    40881  | SubTotal   8000     |total   $8000  | SalesName   Praz Online Portal    Additional Info   SUPPLIER Part Number  SP002
InvoiceNo  20217644728  | DocDate   7/9/2021 8:15:02 AM  | Currency Code  ZWL  | Customer Number   PR87830727115   |Reference    40880  | SubTotal   8000     |total   $8000  | SalesName   Praz Online Portal    Additional Info   SUPPLIER Part Number  GP001
InvoiceNo  20217644724  | DocDate   7/6/2021 9:33:46 AM  | Currency Code  ZWL  | Customer Number   PR36424027056   |Reference    40876  | SubTotal   8000     |total   $8000  | SalesName   Praz Online Portal    Additional Info   SUPPLIER Part Number  GC003
InvoiceNo  20217644722  | DocDate   7/6/2021 9:23:20 AM  | Currency Code  ZWL  | Customer Number   PR34559526520   |Reference    40874  | SubTotal   8000     |total   $8000  | SalesName   Praz Online Portal    Additional Info   SUPPLIER Part Number  SS002
InvoiceNo  20217644721  | DocDate   7/8/2021 9:19:45 AM  | Currency Code  ZWL  | Customer Number   PR34270227007   |Reference    40873  | SubTotal   8000     |total   $8000  | SalesName   Praz Online Portal    Additional Info   SUPPLIER Part Number  SC006
InvoiceNo  20217644720  | DocDate   7/7/2021 8:24:03 AM  | Currency Code  ZWL  | Customer Number   PR17278827103   |Reference    40872  | SubTotal   8000     |total   $8000  | SalesName   Praz Online Portal    Additional Info   SUPPLIER Part Number  SP002
InvoiceNo  20217644717  | DocDate   7/7/2021 7:27:17 AM  | Currency Code  ZWL  | Customer Number   PR99249823992   |Reference    40869  | SubTotal   8000     |total   $8000  | SalesName   Praz Online Portal    Additional Info   SUPPLIER Part Number  GS006
InvoiceNo  20217644716  | DocDate   7/6/2021 8:24:46 AM  | Currency Code  ZWL  | Customer Number   PR25739922640   |Reference    40868  | SubTotal   8000     |total   $8000  | SalesName   Praz Online Portal    Additional Info   SUPPLIER Part Number  GP004B
InvoiceNo  20217644713  | DocDate   7/7/2021 8:19:01 AM  | Currency Code  ZWL  | Customer Number   PR42981917163   |Reference    40865  | SubTotal   8000     |total   $8000  | SalesName   Praz Online Portal    Additional Info   SUPPLIER Part Number  GP006
InvoiceNo  20217644711  | DocDate   7/7/2021 6:38:01 AM  | Currency Code  ZWL  | Customer Number   PR9095727082   |Reference    40863  | SubTotal   8000     |total   $8000  | SalesName   Praz Online Portal    Additional Info   SUPPLIER Part Number  GM002
InvoiceNo  20217644710  | DocDate   7/7/2021 12:42:50 PM  | Currency Code  ZWL  | Customer Number   PR26036427045   |Reference    40862  | SubTotal   8000     |total   $8000  | SalesName   Praz Online Portal    Additional Info   SUPPLIER Part Number  GB003
InvoiceNo  20217644708  | DocDate   7/6/2021 12:59:02 PM  | Currency Code  ZWL  | Customer Number   PR66375827113   |Reference    40860  | SubTotal   8000     |total   $8000  | SalesName   Praz Online Portal    Additional Info   SUPPLIER Part Number  GT002
InvoiceNo  20217644706  | DocDate   7/7/2021 9:19:51 AM  | Currency Code  ZWL  | Customer Number   PR74007027111   |Reference    40858  | SubTotal   8000     |total   $8000  | SalesName   Praz Online Portal    Additional Info   SUPPLIER Part Number  GS004
InvoiceNo  20217544701  | DocDate   7/5/2021 7:27:30 PM  | Currency Code  ZWL  | Customer Number   PR50354427022   |Reference    40852  | SubTotal   8000     |total   $8000  | SalesName   Praz Online Portal    Additional Info   SUPPLIER Part Number  GE001
InvoiceNo  20217544699  | DocDate   7/5/2021 7:17:25 PM  | Currency Code  ZWL  | Customer Number   PR50354427022   |Reference    40850  | SubTotal   8000     |total   $8000  | SalesName   Praz Online Portal    Additional Info   SUPPLIER Part Number  GC006
InvoiceNo  20217544698  | DocDate   7/5/2021 7:19:59 PM  | Currency Code  ZWL  | Customer Number   PR27151421558   |Reference    40849  | SubTotal   8000     |total   $8000  | SalesName   Praz Online Portal    Additional Info   SUPPLIER Part Number  SA001
InvoiceNo  20217544696  | DocDate   7/7/2021 10:07:33 AM  | Currency Code  ZWL  | Customer Number   PR49419127105   |Reference    40847  | SubTotal   8000     |total   $8000  | SalesName   Praz Online Portal    Additional Info   SUPPLIER Part Number  SP004
InvoiceNo  20217544695  | DocDate   7/6/2021 3:11:06 PM  | Currency Code  ZWL  | Customer Number   PR52789821934   |Reference    40846  | SubTotal   8000     |total   $8000  | SalesName   Praz Online Portal    Additional Info   SUPPLIER Part Number  SA001
InvoiceNo  20217544693  | DocDate   7/5/2021 5:10:14 PM  | Currency Code  ZWL  | Customer Number   PR69085626954   |Reference    40844  | SubTotal   8000     |total   $8000  | SalesName   Praz Online Portal    Additional Info   SUPPLIER Part Number  SC006
InvoiceNo  20217544692  | DocDate   7/5/2021 4:09:48 PM  | Currency Code  ZWL  | Customer Number   PR72601126373   |Reference    40843  | SubTotal   8000     |total   $8000  | SalesName   Praz Online Portal    Additional Info   SUPPLIER Part Number  GT002
InvoiceNo  20217544690  | DocDate   7/7/2021 12:33:42 PM  | Currency Code  ZWL  | Customer Number   PR54781625359   |Reference    40841  | SubTotal   8000     |total   $8000  | SalesName   Praz Online Portal    Additional Info   SUPPLIER Part Number  SV001
InvoiceNo  20217544689  | DocDate   7/5/2021 2:56:08 PM  | Currency Code  ZWL  | Customer Number   PR25697723938   |Reference    40840  | SubTotal   8000     |total   $8000  | SalesName   Praz Online Portal    Additional Info   SUPPLIER Part Number  GT002
InvoiceNo  20217544688  | DocDate   7/8/2021 10:19:44 AM  | Currency Code  ZWL  | Customer Number   PR73633827062   |Reference    40839  | SubTotal   8000     |total   $8000  | SalesName   Praz Online Portal    Additional Info   SUPPLIER Part Number  SP006
InvoiceNo  20217544687  | DocDate   7/9/2021 11:22:52 AM  | Currency Code  ZWL  | Customer Number   PR94797921275   |Reference    40838  | SubTotal   8000     |total   $8000  | SalesName   Praz Online Portal    Additional Info   SUPPLIER Part Number  GC007
InvoiceNo  20217544684  | DocDate   7/6/2021 10:11:59 AM  | Currency Code  ZWL  | Customer Number   PR30018327101   |Reference    40835  | SubTotal   8000     |total   $8000  | SalesName   Praz Online Portal    Additional Info   SUPPLIER Part Number  SB005
InvoiceNo  20217544683  | DocDate   7/6/2021 8:04:21 AM  | Currency Code  ZWL  | Customer Number   PR82398027093   |Reference    40834  | SubTotal   8000     |total   $8000  | SalesName   Praz Online Portal    Additional Info   SUPPLIER Part Number  GC007
InvoiceNo  20217544680  | DocDate   7/5/2021 4:36:12 PM  | Currency Code  ZWL  | Customer Number   PR14498127097   |Reference    40831  | SubTotal   8000     |total   $8000  | SalesName   Praz Online Portal    Additional Info   SUPPLIER Part Number  GM002
InvoiceNo  20217544676  | DocDate   7/5/2021 12:20:11 PM  | Currency Code  ZWL  | Customer Number   PR53585418642   |Reference    40821  | SubTotal   8000     |total   $8000  | SalesName   Praz Online Portal    Additional Info   SUPPLIER Part Number  GT001
InvoiceNo  20217544675  | DocDate   7/5/2021 12:04:20 PM  | Currency Code  ZWL  | Customer Number   PR39482819247   |Reference    40820  | SubTotal   8000     |total   $8000  | SalesName   Praz Online Portal    Additional Info   SUPPLIER Part Number  SP005
InvoiceNo  20217544674  | DocDate   7/7/2021 8:18:53 AM  | Currency Code  ZWL  | Customer Number   PR82398027093   |Reference    40819  | SubTotal   8000     |total   $8000  | SalesName   Praz Online Portal    Additional Info   SUPPLIER Part Number  SP002
InvoiceNo  20217544673  | DocDate   7/5/2021 1:18:31 PM  | Currency Code  ZWL  | Customer Number   PR3981625430   |Reference    40818  | SubTotal   8000     |total   $8000  | SalesName   Praz Online Portal    Additional Info   SUPPLIER Part Number  GV002
InvoiceNo  20217544672  | DocDate   7/5/2021 11:30:58 AM  | Currency Code  ZWL  | Customer Number   PR57333427080   |Reference    40817  | SubTotal   8000     |total   $8000  | SalesName   Praz Online Portal    Additional Info   SUPPLIER Part Number  SC006
InvoiceNo  20217544670  | DocDate   7/5/2021 1:03:06 PM  | Currency Code  ZWL  | Customer Number   PR963393337   |Reference    40815  | SubTotal   8000     |total   $8000  | SalesName   Praz Online Portal    Additional Info   SUPPLIER Part Number  GC006
InvoiceNo  20217544669  | DocDate   7/5/2021 11:41:55 AM  | Currency Code  ZWL  | Customer Number   PR88777927050   |Reference    40814  | SubTotal   8000     |total   $8000  | SalesName   Praz Online Portal    Additional Info   SUPPLIER Part Number  GF002
InvoiceNo  20217544668  | DocDate   7/5/2021 11:16:53 AM  | Currency Code  ZWL  | Customer Number   PR26105026008   |Reference    40813  | SubTotal   8000     |total   $8000  | SalesName   Praz Online Portal    Additional Info   SUPPLIER Part Number  GI001
InvoiceNo  20217544666  | DocDate   7/5/2021 11:13:13 AM  | Currency Code  ZWL  | Customer Number   PR6621486961   |Reference    40810  | SubTotal   8000     |total   $8000  | SalesName   Praz Online Portal    Additional Info   SUPPLIER Part Number  GC005
InvoiceNo  20217544665  | DocDate   7/6/2021 8:13:26 AM  | Currency Code  ZWL  | Customer Number   PR9091189365   |Reference    40809  | SubTotal   8000     |total   $8000  | SalesName   Praz Online Portal    Additional Info   SUPPLIER Part Number  GC006
InvoiceNo  20217544664  | DocDate   7/7/2021 9:34:34 AM  | Currency Code  ZWL  | Customer Number   PR53399927087   |Reference    40808  | SubTotal   8000     |total   $8000  | SalesName   Praz Online Portal    Additional Info   SUPPLIER Part Number  GT002
InvoiceNo  20217544662  | DocDate   7/5/2021 10:38:06 AM  | Currency Code  ZWL  | Customer Number   PR57385110438   |Reference    40806  | SubTotal   8000     |total   $8000  | SalesName   Praz Online Portal    Additional Info   SUPPLIER Part Number  GT002
InvoiceNo  20217544661  | DocDate   7/5/2021 10:45:00 AM  | Currency Code  ZWL  | Customer Number   PR55406727088   |Reference    40805  | SubTotal   8000     |total   $8000  | SalesName   Praz Online Portal    Additional Info   SUPPLIER Part Number  SC006
InvoiceNo  20217544660  | DocDate   7/7/2021 10:15:42 AM  | Currency Code  ZWL  | Customer Number   PR7921702334   |Reference    40804  | SubTotal   8000     |total   $8000  | SalesName   Praz Online Portal    Additional Info   SUPPLIER Part Number  GM003
InvoiceNo  20217544659  | DocDate   7/5/2021 10:08:01 AM  | Currency Code  ZWL  | Customer Number   PR61346813365   |Reference    40803  | SubTotal   8000     |total   $8000  | SalesName   Praz Online Portal    Additional Info   SUPPLIER Part Number  GS002
InvoiceNo  20217544658  | DocDate   7/6/2021 3:14:47 PM  | Currency Code  ZWL  | Customer Number   PR71386410935   |Reference    40802  | SubTotal   8000     |total   $8000  | SalesName   Praz Online Portal    Additional Info   SUPPLIER Part Number  SH002
InvoiceNo  20217544657  | DocDate   7/7/2021 9:39:33 AM  | Currency Code  ZWL  | Customer Number   PR26493927085   |Reference    40801  | SubTotal   8000     |total   $8000  | SalesName   Praz Online Portal    Additional Info   SUPPLIER Part Number  GS004
InvoiceNo  20217544654  | DocDate   7/5/2021 8:25:16 AM  | Currency Code  ZWL  | Customer Number   PR4081703465   |Reference    40798  | SubTotal   8000     |total   $8000  | SalesName   Praz Online Portal    Additional Info   SUPPLIER Part Number  GM004
InvoiceNo  20217544653  | DocDate   7/9/2021 12:18:48 PM  | Currency Code  ZWL  | Customer Number   PR35303425040   |Reference    40797  | SubTotal   8000     |total   $8000  | SalesName   Praz Online Portal    Additional Info   SUPPLIER Part Number  GT002
InvoiceNo  20217544649  | DocDate   7/5/2021 1:20:09 PM  | Currency Code  ZWL  | Customer Number   PR58850526393   |Reference    40793  | SubTotal   8000     |total   $8000  | SalesName   Praz Online Portal    Additional Info   SUPPLIER Part Number  SB003
InvoiceNo  20217444646  | DocDate   7/5/2021 11:42:39 AM  | Currency Code  ZWL  | Customer Number   PR60706127072   |Reference    40788  | SubTotal   16000     |total   $16000  | SalesName   Praz Online Portal    Additional Info   SUPPLIER Part Number  GT002
InvoiceNo  20217444643  | DocDate   7/6/2021 7:30:36 AM  | Currency Code  ZWL  | Customer Number   PR5195825561   |Reference    40784  | SubTotal   8000     |total   $8000  | SalesName   Praz Online Portal    Additional Info   SUPPLIER Part Number  GT002
InvoiceNo  20217444642  | DocDate   7/4/2021 7:40:07 PM  | Currency Code  ZWL  | Customer Number   PR77803827075   |Reference    40783  | SubTotal   8000     |total   $8000  | SalesName   Praz Online Portal    Additional Info   SUPPLIER Part Number  SM001
InvoiceNo  20217444641  | DocDate   7/5/2021 6:47:43 AM  | Currency Code  ZWL  | Customer Number   PR41923826991   |Reference    40782  | SubTotal   8000     |total   $8000  | SalesName   Praz Online Portal    Additional Info   SUPPLIER Part Number  SC002
InvoiceNo  20217444640  | DocDate   7/5/2021 12:07:19 PM  | Currency Code  ZWL  | Customer Number   PR94416327076   |Reference    40781  | SubTotal   8000     |total   $8000  | SalesName   Praz Online Portal    Additional Info   SUPPLIER Part Number  SM007
InvoiceNo  20217444639  | DocDate   7/6/2021 1:09:37 PM  | Currency Code  ZWL  | Customer Number   PR64088014818   |Reference    40780  | SubTotal   8000     |total   $8000  | SalesName   Praz Online Portal    Additional Info   SUPPLIER Part Number  GN005
